"Country or Area","Year(s)","Variant","Value"
"Liberia","1982","Constant fertility","1989.483"
"Liberia","1982","Instant replacement","1989.483"
"Liberia","1982","Zero migration","1989.483"
"Liberia","1982","Constant mortality","1989.483"
"Liberia","1982","No change","1989.483"
"Liberia","1982","Momentum","1989.483"
"Liberia","1981","Medium","1918.826"
"Liberia","1981","High","1918.826"
"Liberia","1981","Low","1918.826"
"Liberia","1981","Constant fertility","1918.826"
"Liberia","1981","Instant replacement","1918.826"
"Liberia","1981","Zero migration","1918.826"
"Liberia","1981","Constant mortality","1918.826"
"Liberia","1981","No change","1918.826"
"Liberia","1981","Momentum","1918.826"
"Liberia","1980","Medium","1853.001"
"Liberia","1980","High","1853.001"
"Liberia","1980","Low","1853.001"
"Liberia","1980","Constant fertility","1853.001"
"Liberia","1980","Instant replacement","1853.001"
"Liberia","1980","Zero migration","1853.001"
"Liberia","1980","Constant mortality","1853.001"
"Liberia","1980","No change","1853.001"
"Liberia","1980","Momentum","1853.001"
"Liberia","1979","Medium","1794.248"
"Liberia","1979","High","1794.248"
"Liberia","1979","Low","1794.248"
"Liberia","1979","Constant fertility","1794.248"
"Liberia","1979","Instant replacement","1794.248"
"Liberia","1979","Zero migration","1794.248"
"Liberia","1979","Constant mortality","1794.248"
"Liberia","1979","No change","1794.248"
"Liberia","1979","Momentum","1794.248"
"Liberia","1978","Medium","1740.914"
"Liberia","1978","High","1740.914"
"Liberia","1978","Low","1740.914"
"Liberia","1978","Constant fertility","1740.914"
"Liberia","1978","Instant replacement","1740.914"
"Liberia","1978","Zero migration","1740.914"
"Liberia","1978","Constant mortality","1740.914"
"Liberia","1978","No change","1740.914"
"Liberia","1978","Momentum","1740.914"
"Liberia","1977","Medium","1692.14"
"Liberia","1977","High","1692.14"
"Liberia","1977","Low","1692.14"
"Liberia","1977","Constant fertility","1692.14"
"Liberia","1977","Instant replacement","1692.14"
"Liberia","1977","Zero migration","1692.14"
"Liberia","1977","Constant mortality","1692.14"
"Liberia","1977","No change","1692.14"
"Liberia","1977","Momentum","1692.14"
"Liberia","1976","Medium","1645.836"
"Liberia","1976","High","1645.836"
"Liberia","1976","Low","1645.836"
"Liberia","1976","Constant fertility","1645.836"
"Liberia","1976","Instant replacement","1645.836"
"Liberia","1976","Zero migration","1645.836"
"Liberia","1976","Constant mortality","1645.836"
"Liberia","1976","No change","1645.836"
"Liberia","1976","Momentum","1645.836"
"Liberia","1975","Medium","1600.452"
"Liberia","1975","High","1600.452"
"Liberia","1975","Low","1600.452"
"Liberia","1975","Constant fertility","1600.452"
"Liberia","1975","Instant replacement","1600.452"
"Liberia","1975","Zero migration","1600.452"
"Liberia","1975","Constant mortality","1600.452"
"Liberia","1975","No change","1600.452"
"Liberia","1975","Momentum","1600.452"
"Liberia","1974","Medium","1556.29"
"Liberia","1974","High","1556.29"
"Liberia","1974","Low","1556.29"
"Liberia","1974","Constant fertility","1556.29"
"Liberia","1974","Instant replacement","1556.29"
"Liberia","1974","Zero migration","1556.29"
"Liberia","1974","Constant mortality","1556.29"
"Liberia","1974","No change","1556.29"
"Liberia","1974","Momentum","1556.29"
"Liberia","1973","Medium","1514.366"
"Liberia","1973","High","1514.366"
"Liberia","1973","Low","1514.366"
"Liberia","1973","Constant fertility","1514.366"
"Liberia","1973","Instant replacement","1514.366"
"Liberia","1973","Zero migration","1514.366"
"Liberia","1973","Constant mortality","1514.366"
"Liberia","1973","No change","1514.366"
"Liberia","1973","Momentum","1514.366"
"Liberia","1972","Medium","1474.567"
"Liberia","1972","High","1474.567"
"Liberia","1972","Low","1474.567"
"Liberia","1972","Constant fertility","1474.567"
"Liberia","1972","Instant replacement","1474.567"
"Liberia","1972","Zero migration","1474.567"
"Liberia","1972","Constant mortality","1474.567"
"Liberia","1972","No change","1474.567"
"Liberia","1972","Momentum","1474.567"
"Liberia","1971","Medium","1436.738"
"Liberia","1971","High","1436.738"
"Liberia","1971","Low","1436.738"
"Liberia","1971","Constant fertility","1436.738"
"Liberia","1971","Instant replacement","1436.738"
"Liberia","1971","Zero migration","1436.738"
"Liberia","1971","Constant mortality","1436.738"
"Liberia","1971","No change","1436.738"
"Liberia","1971","Momentum","1436.738"
"Liberia","1970","Medium","1400.73"
"Liberia","1970","High","1400.73"
"Liberia","1970","Low","1400.73"
"Liberia","1970","Constant fertility","1400.73"
"Liberia","1970","Instant replacement","1400.73"
"Liberia","1970","Zero migration","1400.73"
"Liberia","1970","Constant mortality","1400.73"
"Liberia","1970","No change","1400.73"
"Liberia","1970","Momentum","1400.73"
"Liberia","1969","Medium","1366.502"
"Liberia","1969","High","1366.502"
"Liberia","1969","Low","1366.502"
"Liberia","1969","Constant fertility","1366.502"
"Liberia","1969","Instant replacement","1366.502"
"Liberia","1969","Zero migration","1366.502"
"Liberia","1969","Constant mortality","1366.502"
"Liberia","1969","No change","1366.502"
"Liberia","1969","Momentum","1366.502"
"Liberia","1968","Medium","1333.978"
"Liberia","1968","High","1333.978"
"Liberia","1968","Low","1333.978"
"Liberia","1968","Constant fertility","1333.978"
"Liberia","1968","Instant replacement","1333.978"
"Liberia","1968","Zero migration","1333.978"
"Liberia","1968","Constant mortality","1333.978"
"Liberia","1968","No change","1333.978"
"Liberia","1968","Momentum","1333.978"
"Liberia","1967","Medium","1303.035"
"Liberia","1967","High","1303.035"
"Liberia","1967","Low","1303.035"
"Liberia","1967","Constant fertility","1303.035"
"Liberia","1967","Instant replacement","1303.035"
"Liberia","1967","Zero migration","1303.035"
"Liberia","1967","Constant mortality","1303.035"
"Liberia","1967","No change","1303.035"
"Liberia","1967","Momentum","1303.035"
"Liberia","1966","Medium","1273.464"
"Liberia","1966","High","1273.464"
"Liberia","1966","Low","1273.464"
"Liberia","1966","Constant fertility","1273.464"
"Liberia","1966","Instant replacement","1273.464"
"Liberia","1966","Zero migration","1273.464"
"Liberia","1966","Constant mortality","1273.464"
"Liberia","1966","No change","1273.464"
"Liberia","1966","Momentum","1273.464"
"Liberia","1965","Medium","1245.102"
"Liberia","1965","High","1245.102"
"Liberia","1965","Low","1245.102"
"Liberia","1965","Constant fertility","1245.102"
"Liberia","1965","Instant replacement","1245.102"
"Liberia","1965","Zero migration","1245.102"
"Liberia","1965","Constant mortality","1245.102"
"Liberia","1965","No change","1245.102"
"Liberia","1965","Momentum","1245.102"
"Liberia","1964","Medium","1217.901"
"Liberia","1964","High","1217.901"
"Liberia","1964","Low","1217.901"
"Liberia","1964","Constant fertility","1217.901"
"Liberia","1964","Instant replacement","1217.901"
"Liberia","1964","Zero migration","1217.901"
"Liberia","1964","Constant mortality","1217.901"
"Liberia","1964","No change","1217.901"
"Liberia","1964","Momentum","1217.901"
"Liberia","1963","Medium","1191.802"
"Liberia","1963","High","1191.802"
"Liberia","1963","Low","1191.802"
"Liberia","1963","Constant fertility","1191.802"
"Liberia","1963","Instant replacement","1191.802"
"Liberia","1963","Zero migration","1191.802"
"Liberia","1963","Constant mortality","1191.802"
"Liberia","1963","No change","1191.802"
"Liberia","1963","Momentum","1191.802"
"Liberia","1962","Medium","1166.648"
"Liberia","1962","High","1166.648"
"Liberia","1962","Low","1166.648"
"Liberia","1962","Constant fertility","1166.648"
"Liberia","1962","Instant replacement","1166.648"
"Liberia","1962","Zero migration","1166.648"
"Liberia","1962","Constant mortality","1166.648"
"Liberia","1962","No change","1166.648"
"Liberia","1962","Momentum","1166.648"
"Liberia","1961","Medium","1142.302"
"Liberia","1961","High","1142.302"
"Liberia","1961","Low","1142.302"
"Liberia","1961","Constant fertility","1142.302"
"Liberia","1961","Instant replacement","1142.302"
"Liberia","1961","Zero migration","1142.302"
"Liberia","1961","Constant mortality","1142.302"
"Liberia","1961","No change","1142.302"
"Liberia","1961","Momentum","1142.302"
"Liberia","1960","Medium","1118.657"
"Liberia","1960","High","1118.657"
"Liberia","1960","Low","1118.657"
"Liberia","1960","Constant fertility","1118.657"
"Liberia","1960","Instant replacement","1118.657"
"Liberia","1960","Zero migration","1118.657"
"Liberia","1960","Constant mortality","1118.657"
"Liberia","1960","No change","1118.657"
"Liberia","1960","Momentum","1118.657"
"Liberia","1959","Medium","1095.676"
"Liberia","1959","High","1095.676"
"Liberia","1959","Low","1095.676"
"Liberia","1959","Constant fertility","1095.676"
"Liberia","1959","Instant replacement","1095.676"
"Liberia","1959","Zero migration","1095.676"
"Liberia","1959","Constant mortality","1095.676"
"Liberia","1959","No change","1095.676"
"Liberia","1959","Momentum","1095.676"
"Liberia","1958","Medium","1073.378"
"Liberia","1958","High","1073.378"
"Liberia","1958","Low","1073.378"
"Liberia","1958","Constant fertility","1073.378"
"Liberia","1958","Instant replacement","1073.378"
"Liberia","1958","Zero migration","1073.378"
"Liberia","1958","Constant mortality","1073.378"
"Liberia","1958","No change","1073.378"
"Liberia","1958","Momentum","1073.378"
"Liberia","1957","Medium","1051.828"
"Liberia","1957","High","1051.828"
"Liberia","1957","Low","1051.828"
"Liberia","1957","Constant fertility","1051.828"
"Liberia","1957","Instant replacement","1051.828"
"Liberia","1957","Zero migration","1051.828"
"Liberia","1957","Constant mortality","1051.828"
"Liberia","1957","No change","1051.828"
"Liberia","1957","Momentum","1051.828"
"Liberia","1956","Medium","1031.129"
"Liberia","1956","High","1031.129"
"Liberia","1956","Low","1031.129"
"Liberia","1956","Constant fertility","1031.129"
"Liberia","1956","Instant replacement","1031.129"
"Liberia","1956","Zero migration","1031.129"
"Liberia","1956","Constant mortality","1031.129"
"Liberia","1956","No change","1031.129"
"Liberia","1956","Momentum","1031.129"
"Liberia","1955","Medium","1011.363"
"Liberia","1955","High","1011.363"
"Liberia","1955","Low","1011.363"
"Liberia","1955","Constant fertility","1011.363"
"Liberia","1955","Instant replacement","1011.363"
"Liberia","1955","Zero migration","1011.363"
"Liberia","1955","Constant mortality","1011.363"
"Liberia","1955","No change","1011.363"
"Liberia","1955","Momentum","1011.363"
"Liberia","1954","Medium","992.649"
"Liberia","1954","High","992.649"
"Liberia","1954","Low","992.649"
"Liberia","1954","Constant fertility","992.649"
"Liberia","1954","Instant replacement","992.649"
"Liberia","1954","Zero migration","992.649"
"Liberia","1954","Constant mortality","992.649"
"Liberia","1954","No change","992.649"
"Liberia","1954","Momentum","992.649"
"Liberia","1953","Medium","975.062"
"Liberia","1953","High","975.062"
"Liberia","1953","Low","975.062"
"Liberia","1953","Constant fertility","975.062"
"Liberia","1953","Instant replacement","975.062"
"Liberia","1953","Zero migration","975.062"
"Liberia","1953","Constant mortality","975.062"
"Liberia","1953","No change","975.062"
"Liberia","1953","Momentum","975.062"
"Liberia","1952","Medium","958.704"
"Liberia","1952","High","958.704"
"Liberia","1952","Low","958.704"
"Liberia","1952","Constant fertility","958.704"
"Liberia","1952","Instant replacement","958.704"
"Liberia","1952","Zero migration","958.704"
"Liberia","1952","Constant mortality","958.704"
"Liberia","1952","No change","958.704"
"Liberia","1952","Momentum","958.704"
"Liberia","1951","Medium","943.66"
"Liberia","1951","High","943.66"
"Liberia","1951","Low","943.66"
"Liberia","1951","Constant fertility","943.66"
"Liberia","1951","Instant replacement","943.66"
"Liberia","1951","Zero migration","943.66"
"Liberia","1951","Constant mortality","943.66"
"Liberia","1951","No change","943.66"
"Liberia","1951","Momentum","943.66"
"Liberia","1950","Medium","930.03"
"Liberia","1950","High","930.03"
"Liberia","1950","Low","930.03"
"Liberia","1950","Constant fertility","930.03"
"Liberia","1950","Instant replacement","930.03"
"Liberia","1950","Zero migration","930.03"
"Liberia","1950","Constant mortality","930.03"
"Liberia","1950","No change","930.03"
"Liberia","1950","Momentum","930.03"
"Luxembourg","2100","Medium","985.167"
"Luxembourg","2100","High","1317.705"
"Luxembourg","2100","Low","727.772"
"Luxembourg","2100","Constant fertility","910.874"
"Luxembourg","2100","Instant replacement","1324.272"
"Luxembourg","2100","Zero migration","441.364"
"Luxembourg","2100","Constant mortality","893.331"
"Luxembourg","2100","No change","819.933"
"Luxembourg","2100","Momentum","613.619"
"Luxembourg","2099","Medium","980.463"
"Luxembourg","2099","High","1305.218"
"Luxembourg","2099","Low","727.915"
"Luxembourg","2099","Constant fertility","908.281"
"Luxembourg","2099","Instant replacement","1313.023"
"Luxembourg","2099","Zero migration","443.772"
"Luxembourg","2099","Constant mortality","890.199"
"Luxembourg","2099","No change","818.859"
"Luxembourg","2099","Momentum","613.349"
"Luxembourg","2098","Medium","975.784"
"Luxembourg","2098","High","1292.843"
"Luxembourg","2098","Low","728.057"
"Luxembourg","2098","Constant fertility","905.686"
"Luxembourg","2098","Instant replacement","1301.795"
"Luxembourg","2098","Zero migration","446.226"
"Luxembourg","2098","Constant mortality","887.04"
"Luxembourg","2098","No change","817.735"
"Luxembourg","2098","Momentum","612.954"
"Luxembourg","2097","Medium","971.165"
"Luxembourg","2097","High","1280.592"
"Luxembourg","2097","Low","728.219"
"Luxembourg","2097","Constant fertility","903.093"
"Luxembourg","2097","Instant replacement","1290.588"
"Luxembourg","2097","Zero migration","448.739"
"Luxembourg","2097","Constant mortality","883.886"
"Luxembourg","2097","No change","816.566"
"Luxembourg","2097","Momentum","612.447"
"Luxembourg","2096","Medium","966.583"
"Luxembourg","2096","High","1268.474"
"Luxembourg","2096","Low","728.405"
"Luxembourg","2096","Constant fertility","900.529"
"Luxembourg","2096","Instant replacement","1279.446"
"Luxembourg","2096","Zero migration","451.32"
"Luxembourg","2096","Constant mortality","880.732"
"Luxembourg","2096","No change","815.377"
"Luxembourg","2096","Momentum","611.888"
"Luxembourg","2095","Medium","962.064"
"Luxembourg","2095","High","1256.517"
"Luxembourg","2095","Low","728.611"
"Luxembourg","2095","Constant fertility","897.988"
"Luxembourg","2095","Instant replacement","1268.39"
"Luxembourg","2095","Zero migration","453.983"
"Luxembourg","2095","Constant mortality","877.588"
"Luxembourg","2095","No change","814.169"
"Luxembourg","2095","Momentum","611.298"
"Luxembourg","2094","Medium","957.597"
"Luxembourg","2094","High","1244.712"
"Luxembourg","2094","Low","728.84"
"Luxembourg","2094","Constant fertility","895.456"
"Luxembourg","2094","Instant replacement","1257.425"
"Luxembourg","2094","Zero migration","456.729"
"Luxembourg","2094","Constant mortality","874.468"
"Luxembourg","2094","No change","812.946"
"Luxembourg","2094","Momentum","610.708"
"Luxembourg","2093","Medium","953.192"
"Luxembourg","2093","High","1233.075"
"Luxembourg","2093","Low","729.088"
"Luxembourg","2093","Constant fertility","892.97"
"Luxembourg","2093","Instant replacement","1246.571"
"Luxembourg","2093","Zero migration","459.578"
"Luxembourg","2093","Constant mortality","871.358"
"Luxembourg","2093","No change","811.727"
"Luxembourg","2093","Momentum","610.138"
"Luxembourg","2092","Medium","948.841"
"Luxembourg","2092","High","1221.621"
